pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,label
0.47950525369763347,-0.9109944005854563,0.2847594240510765,0.6598991912779123,-0.060417985508287544,-0.3370611573444543,-0.1642286779607856,0.4385212674150888,0.1397784932110914,-0.19200782314254525,english_setter
-0.4589572573268025,0.01856626644892403,-0.10160449946860611,-0.043613792734651574,-0.27384441872767945,-0.039733524697202045,-0.037670127272800925,0.10149156109430153,0.12095802976761427,-0.10234582137868334,Egyptian_Mau
-0.13090376748407306,-1.0428842932547078,0.05488660165944964,-0.2702969000196947,0.0993365954888511,0.07785582659110514,0.10351716503129184,0.26137199952794715,0.04925643454717291,-0.2385869294913538,Egyptian_Mau
-0.6257197183861766,0.28016260396110454,-0.05543910173087279,0.18854937764089127,-0.01081624473501145,0.17869493126735897,0.028863690608923777,0.03328458747146793,-0.057427904774043366,0.048595470361887536,pomeranian
0.2864237789435973,0.39512811725494734,-0.20129888203193896,-0.06596830876125159,-0.04939705530876544,0.2955187917284276,0.44216998302281135,0.30187601473274633,0.07809606155423483,0.13948230427436595,english_setter
-0.2170696717074233,-0.16705428413008602,0.2848863371694721,0.06619982033194534,0.10926087928063433,-0.00024893037267199273,-0.3226630601311943,-0.1689650249734559,-0.10999213179884713,0.07723538258651638,pomeranian
-0.3166780018665716,0.14821833046390204,-0.1341528368112878,-0.1414033983858078,0.04177143681375208,-0.06510432242681012,-0.1607012287619509,0.16110219114005966,-0.00032824533988824045,0.09380517564564657,english_setter
0.973725036060209,0.3013538396015286,0.12999949731528906,0.5241076038736436,0.058960982958599195,-0.14711926073111228,0.050815102627928495,-0.27840745395987576,0.5407512341001859,0.5554298288003429,Egyptian_Mau
-0.37182615116574685,0.09811874630890115,0.05885081485884124,-0.13186286633152688,-0.21534802509829112,0.18074673402460925,0.05049639220777728,0.016059634430065205,-0.014092646313349255,-0.12593913979145127,english_setter
-0.8284046481850429,0.25591272297927076,-0.028252697738542554,-0.21735680342692384,0.045027374129729,-0.20077113644257016,-0.08567578413611907,-0.049926125672299156,-0.23898228343300235,-0.04811807825534395,Sphynx
