pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,label
0.41213749564474916,1.1318111970785147,0.09575656033955997,0.3145520437399938,-0.28526990708816746,0.5144240945864256,0.06998401144673652,0.05043785206946758,0.03869441167744935,-0.14407953866883802,english_setter
-0.08282583158552642,0.5908676686811645,0.7094153839064782,0.03248035917883266,-0.15785886496429163,0.15071918744126875,-0.030987023141234703,0.03828934158454901,0.4408490015113359,0.29008809328821444,Egyptian_Mau
-0.5615782282587787,0.7631806780253327,0.6425847414604824,-0.0043214056510475045,-0.33355624125772065,0.09347174285932222,-0.5298131158711861,0.19316750890353981,0.08855494204439701,-0.03837269879447593,Egyptian_Mau
-0.682061370023101,0.6450794720832381,-0.3899497890245155,-0.5859665678869634,0.18980482347414734,-0.32619112559367763,-0.1071057955237431,-0.605481229991033,-0.23508141653277434,-0.2716406787894475,pomeranian
1.9518208693714345,0.25281835424126936,-0.44456639444414253,0.05976667614072433,-0.38717130124956417,-0.13558410499342724,0.4466663774569031,0.7323044182819469,0.1638536446450133,0.20808668907737166,english_setter
-2.957921814398384,-0.6654733470614335,0.17194323255743899,0.5621109959992114,0.20677114387996898,-0.4853521569011462,-0.29100507870317527,0.07120936288858093,-0.7601404232932504,-0.15092045951875746,pomeranian
0.3563531696934101,0.855894929821822,0.42463216188789427,0.46831793034798314,0.3795905469181102,0.33760076487519713,0.09755905255951967,-0.3519862722970299,-0.6728644094488957,0.6806972026000124,english_setter
-0.46425380897313395,-0.1112827384955562,-0.04049139471954933,0.5251224205403279,0.4701100441194508,0.30733041448444176,-0.06611474416520337,0.38535373368193543,0.22642707462418157,-0.6271456499960631,Egyptian_Mau
0.6131727521758397,-0.3878354931969395,-1.0215049683685324,-0.973426538481246,0.7853719485169253,-0.10340374152152515,0.13824297931959442,-0.2775077533390549,0.7917097211722104,-0.13327710196527862,english_setter
-1.013103720034429,0.23502312660699187,0.35892117779406546,-0.13668106055162813,-0.40273542175940147,-0.747476013849509,0.47081877270569905,0.381936532843365,0.372346819897019,-0.7287171822843216,Sphynx
0.7324308996152832,0.5425450707334033,0.1477356625860657,0.08523432607950661,0.573635810759765,-0.03310419186072672,0.08531410374887206,-0.7539625713536411,0.5883985952975412,-0.5082135936375412,Sphynx
1.0276678982589882,0.5587919523113783,-0.10029454800288647,0.9926534106191078,0.21685681726145373,0.3531770624469907,0.21172255625694503,-1.1962350281522107,-0.08845437086839808,-0.0180171429639772,pomeranian
1.3190875447168562,0.2612058292105356,0.009186062808963436,-0.6478662986537463,0.9045188603465808,-0.8962907227261974,0.9202019210917075,0.3625556352088127,-0.04673320620872667,-0.3482419386231772,english_setter
1.1329241301080233,-0.19724915733598292,0.4433483342866515,0.3101428393814791,-0.10169834399093179,0.031800182918858194,-0.22062678443886458,-0.24827101261020734,-0.36814277567661724,0.1712745913035289,pomeranian
0.4207791451531896,0.03139147262632752,-0.3594127386515685,-0.43442510849305843,-1.0451594227629057,-1.6074529728854243,0.2871975320938619,0.352186908017126,0.27823111989435323,0.6585093001611825,Sphynx
1.2062661340157477,0.11116280990113778,0.60160763056178,0.2973160655197286,0.13466162310653906,0.41742264415406005,0.06184402078374912,-0.12264814124693005,0.19226526030885985,-0.050950893973880064,pomeranian
-0.3870864888536921,0.02518669467701359,1.0584679211958001,0.04478561782544319,-0.044177122814901694,-0.0910026421591795,-0.24262537725398656,0.20317901415731654,0.3737895384548005,0.17112696417838325,Egyptian_Mau
0.24686613992519796,0.525945400239663,0.811813611281927,0.6067224314911758,0.7151904833955844,-0.34806584917990846,0.14340950089470753,0.010004510481938794,-0.06034628191094561,0.4906098205064624,pomeranian
-0.5815611988293458,-0.3426631568521818,0.14241969854164654,0.5452842442741024,-0.7541842994570603,-0.19764417072722337,-0.5837901424953551,-0.18275268117129667,-0.4513899809992014,-0.3541366186739735,Egyptian_Mau
-0.9656067020051137,-0.8269024248225993,0.5778597769874242,-0.22472269054502705,-0.19509522414167352,-1.4359432287899512,0.20474371240237163,-1.048405700221718,1.1201579022240529,-2.4401848641500363e-06,Sphynx
1.318473002432944,0.9618030140748387,0.030669186644840765,0.07434014473945381,-0.3590815402840148,-0.11887791209161798,-0.10268338304348652,0.20730974698745216,0.29055158913048856,0.057011445718334684,english_setter
0.5873008339655988,-0.06344657237981322,0.07653156600571537,1.360086144455225,-0.3658009565693688,-1.3059070656265246,-0.3901238464966078,-1.1610794497313013,0.6723074215745067,0.18311456450595115,Sphynx
-0.5153645649594194,-0.2927475497336743,0.5919440204413788,-0.007691321518239498,0.3052700217162737,-0.028160583363586674,0.7216460349052521,-0.07579593931277202,1.0012461340885577,0.5060788968706593,Sphynx
-0.4482863813586305,-0.24848141872282387,-0.02772362199974043,0.3059043507904196,-0.8217300407887503,0.04145617473888264,0.7321900984857836,-0.22880815118999812,0.3317888542276543,-0.3504311775502356,Sphynx
-0.6327600168597741,-0.22214397831226507,-0.6112953715744592,-0.6949341349900238,0.6064097985627519,-0.01760930729250029,-0.46706323763310886,-0.18605881494267473,0.9881600964220081,0.9299420243582066,Sphynx
0.29686413210808205,0.7991068313311316,0.2923458970928243,-0.24549188849634718,-0.14284805019190036,-0.03445665763529231,-0.3546177973761003,0.1613977461307467,0.24479563170016005,0.09447548981194077,pomeranian
-1.1859707386174834,0.6822508051339526,-0.30586280933527593,0.8625870362509127,0.2791270758078327,0.802240952845739,0.1506842149149734,0.14756011258803722,-0.8097142831697656,-0.3241737378219124,pomeranian
-0.3133241132745922,-0.09661460437853879,0.09584229983395412,-0.8792135467998067,-0.4201609099291336,0.9004944158616205,0.373347541098708,0.20153575499333798,-0.19299157848492046,0.13580745657886906,pomeranian
-0.9766529507162182,0.9002193912603854,0.3661057596472769,-0.16890584671406367,0.4529024729286551,-0.10141081323216597,0.01128025075945058,0.37783804368009016,-0.2122949097180143,0.08133742157259426,english_setter
-1.301743599638755,1.258992789179127,0.15451441682033923,0.027833927077645045,0.15637633702318918,0.3351575523663725,-0.36046788757471,0.32503635495250693,0.423859325248571,0.002386689618839478,pomeranian
1.238980043208682,0.3646777020334603,0.6818331482031279,0.34149501193968546,-0.22742305759976056,-0.39321519442387787,0.4359977098410789,-0.2375273575324399,-0.15700578433452692,-0.02815787607694702,pomeranian
0.5559889566684806,0.9769280432189077,-0.3139306521462309,0.050687052792521045,-0.6409988402061252,0.09518447732901257,-0.2437991700443359,0.5280276930745568,0.12442345134140219,0.12565231532508095,english_setter
1.5511280643186471,0.09948387419024984,-0.20001773242389653,0.3677096826630263,-0.0957084659408527,-0.10988030890476101,0.6586100392320945,-0.05069823398290179,-0.6590278528187361,0.18002084132621035,english_setter
-0.42296257089149136,0.6764530204329794,-0.11253330875198517,-0.5341944785704741,-0.03235427879421901,0.282827216993652,0.5827099348885499,0.14265013536834284,0.11545415349538964,-0.4712761301341859,english_setter
0.3358565856890405,-0.10540102395899961,-0.6189482045371105,-0.34754942852066156,0.4098514582807496,0.08812147945960135,0.07661992506935464,0.08153382386578152,-0.18101104374829352,-0.362286968531081,Egyptian_Mau
0.9938377439196862,-1.5656790745440405,0.012752754668940833,0.2605828093583995,-0.6810770382485928,-0.4938248415217068,0.673953012880549,-0.32373968779472934,0.3469704339941297,1.0311841944591214,Egyptian_Mau
0.2659965397732009,0.9580125724758909,-0.1381871959564055,-0.8146873802978758,-0.2603487709900627,0.3974083798961099,-0.21696021369175383,-0.14193567951176575,0.01204554550361848,-0.05261133283260531,english_setter
0.8755044706881304,0.6964936921622467,0.04840488790108388,-0.5586570895186733,-0.26356569633225496,-0.3337623009494681,0.07026731018545439,0.4564607332424367,0.7686233209563947,-0.004345622601998461,english_setter
0.0020548768677951016,-0.5892863373483395,0.6322779201744229,0.5466024083732357,0.03269610015244869,-0.37852984302414394,0.10442446325926995,-0.12796902893351625,-0.11718849635384196,0.06295158030580382,Egyptian_Mau
0.6563748379225575,0.44276576234160175,-0.5088123911477316,-0.3434699670143238,-0.19288898162246898,0.04260813660302124,-0.6407821900246221,0.05686845910034654,-0.027775425833874313,-0.4013213749467497,english_setter
-0.43531671826722695,0.18108662401053402,-0.45277750182285953,1.2406698140911891,-0.331831040689882,0.1516762544626727,0.5091190213590142,0.11944946595891001,0.6687586697635839,-0.16102891435993125,pomeranian
-0.8806744123024136,-0.6356606539925073,0.0880260480964435,0.3090352568083464,-1.0601057436880488,-0.21281546561879905,0.21535650134445558,-0.7389421679640384,0.4920049379715317,0.74731127140544,Sphynx
0.16011657114282601,0.19289888310562472,0.28706154788325916,-0.512527120517282,-0.040532863223448685,0.9169249276788923,-0.203222299309651,-0.10394464031354474,-0.5219359225726811,0.04947281947575796,english_setter
0.22176062709473895,0.8709484375888303,-0.20104417311156847,-0.3068462162293619,0.1814774444740418,-0.489790890284223,0.17325581483872537,-0.009886069897901707,-0.4179886679705872,-0.1705946754297231,english_setter
0.687803141275114,-1.0755465209271056,0.6183273910042446,-0.8376738227106197,-0.13329495109631867,0.12369401389966467,0.3813192687244514,0.6539175719451488,0.19990209331646044,0.5486400660139513,Sphynx
